,Company Name,Form Type,CIK,Date Filed,URL
209,Venator Materials PLC,10-K,1705682,20190220,http://www.sec.gov/Archives/edgar/data/1705682/0001705682-19-000005-index.htm
210,WESTLAKE CHEMICAL CORP,10-K,1262823,20190220,http://www.sec.gov/Archives/edgar/data/1262823/0001262823-19-000012-index.htm
211,WORKIVA INC,10-K,1445305,20190220,http://www.sec.gov/Archives/edgar/data/1445305/0001445305-19-000032-index.htm
212,"Western Gas Equity Partners, LP",10-K,1423902,20190220,http://www.sec.gov/Archives/edgar/data/1423902/0001423902-19-000026-index.htm
213,Western Gas Partners LP,10-K,1414475,20190220,http://www.sec.gov/Archives/edgar/data/1414475/0001414475-19-000024-index.htm
214,Xperi Corp,10-K,1690666,20190220,http://www.sec.gov/Archives/edgar/data/1690666/0001564590-19-003460-index.htm
215,"ABV CONSULTING, INC.",10-K,1607450,20190327,http://www.sec.gov/Archives/edgar/data/1607450/0001640334-19-000439-index.htm
216,"ACORN ENERGY, INC.",10-K,880984,20190327,http://www.sec.gov/Archives/edgar/data/880984/0001493152-19-003972-index.htm
217,AMBASE CORP,10-K,20639,20190327,http://www.sec.gov/Archives/edgar/data/20639/0001140361-19-005745-index.htm
218,AUDIOEYE INC,10-K,1362190,20190327,http://www.sec.gov/Archives/edgar/data/1362190/0001144204-19-016348-index.htm
219,Andina Acquisition Corp. III,10-K,1691936,20190327,http://www.sec.gov/Archives/edgar/data/1691936/0001493152-19-004007-index.htm
220,At Home Group Inc.,10-K,1646228,20190327,http://www.sec.gov/Archives/edgar/data/1646228/0001558370-19-002487-index.htm
221,Atlanticus Holdings Corp,10-K,1464343,20190327,http://www.sec.gov/Archives/edgar/data/1464343/0001437749-19-005717-index.htm
222,BA Credit Card Trust,10-K,1128250,20190327,http://www.sec.gov/Archives/edgar/data/1128250/0001140361-19-005717-index.htm
223,CATO CORP,10-K,18255,20190327,http://www.sec.gov/Archives/edgar/data/18255/0000018255-19-000010-index.htm
224,"CBM BANCORP, INC.",10-K,1742089,20190327,http://www.sec.gov/Archives/edgar/data/1742089/0001193125-19-088111-index.htm
225,CFCRE 2016-C4 Mortgage Trust,10-K,1671048,20190327,http://www.sec.gov/Archives/edgar/data/1671048/0001019965-19-000102-index.htm
226,CHUGACH ELECTRIC ASSOCIATION INC,10-K,878004,20190327,http://www.sec.gov/Archives/edgar/data/878004/0000878004-19-000004-index.htm
227,CITIBANK CREDIT CARD ISSUANCE TRUST,10-K,1108348,20190327,http://www.sec.gov/Archives/edgar/data/1108348/0001193125-19-088236-index.htm
228,CITIBANK CREDIT CARD MASTER TRUST I,10-K,921864,20190327,http://www.sec.gov/Archives/edgar/data/921864/0001193125-19-088236-index.htm
229,"COLE CREDIT PROPERTY TRUST IV, INC.",10-K,1498547,20190327,http://www.sec.gov/Archives/edgar/data/1498547/0001498547-19-000008-index.htm
230,"CYNERGISTEK, INC",10-K,1011432,20190327,http://www.sec.gov/Archives/edgar/data/1011432/0001445866-19-000298-index.htm
231,Cavendish Futures Fund LLC,10-K,1562622,20190327,http://www.sec.gov/Archives/edgar/data/1562622/0001104659-19-017819-index.htm
232,"Central Federal Bancshares, Inc",10-K,1651987,20190327,http://www.sec.gov/Archives/edgar/data/1651987/0001493152-19-003987-index.htm
233,"Citibank, N.A., as depositor of Citibank Credit Card Issuanc",10-K,1522616,20190327,http://www.sec.gov/Archives/edgar/data/1522616/0001193125-19-088236-index.htm
234,"Cole Credit Property Trust V, Inc.",10-K,1580988,20190327,http://www.sec.gov/Archives/edgar/data/1580988/0001580988-19-000011-index.htm
235,Coupa Software Inc,10-K,1385867,20190327,http://www.sec.gov/Archives/edgar/data/1385867/0001564590-19-009608-index.htm
236,DOLLAR TREE INC,10-K,935703,20190327,http://www.sec.gov/Archives/edgar/data/935703/0000935703-19-000024-index.htm
237,DYADIC INTERNATIONAL INC,10-K,1213809,20190327,http://www.sec.gov/Archives/edgar/data/1213809/0001213809-19-000006-index.htm
238,EVERFLOW EASTERN PARTNERS LP,10-K,868082,20190327,http://www.sec.gov/Archives/edgar/data/868082/0001437749-19-005733-index.htm
239,"EYENOVIA, INC.",10-K,1682639,20190327,http://www.sec.gov/Archives/edgar/data/1682639/0001144204-19-016350-index.htm
240,"Eagle Financial Bancorp, Inc.",10-K,1699018,20190327,http://www.sec.gov/Archives/edgar/data/1699018/0001144204-19-016340-index.htm
241,"Eason Education Kingdom Holdings, Inc.",10-K,1132509,20190327,http://www.sec.gov/Archives/edgar/data/1132509/0001477932-19-001207-index.htm
242,"Equillium, Inc.",10-K,1746466,20190327,http://www.sec.gov/Archives/edgar/data/1746466/0001564590-19-009580-index.htm
243,FALCONSTOR SOFTWARE INC,10-K,922521,20190327,http://www.sec.gov/Archives/edgar/data/922521/0001628280-19-003503-index.htm
244,FIRST NATIONAL FUNDING LLC,10-K,1171040,20190327,http://www.sec.gov/Archives/edgar/data/1171040/0001193125-19-088232-index.htm
245,FORD CREDIT FLOORPLAN MASTER OWNER TRUST A,10-K,1159408,20190327,http://www.sec.gov/Archives/edgar/data/1159408/0001159408-19-000010-index.htm
246,"FSB Bancorp, Inc.",10-K,1667939,20190327,http://www.sec.gov/Archives/edgar/data/1667939/0001144204-19-016290-index.htm
247,"Fibrocell Science, Inc.",10-K,357097,20190327,http://www.sec.gov/Archives/edgar/data/357097/0001628280-19-003496-index.htm
248,First National Master Note Trust,10-K,1396730,20190327,http://www.sec.gov/Archives/edgar/data/1396730/0001193125-19-088232-index.htm
249,"GLOBAL TECH INDUSTRIES GROUP, INC.",10-K,356590,20190327,http://www.sec.gov/Archives/edgar/data/356590/0001493152-19-003959-index.htm
250,GS Mortgage Securities Trust 2013-GC13,10-K,1578422,20190327,http://www.sec.gov/Archives/edgar/data/1578422/0001019965-19-000096-index.htm
251,GS Mortgage Securities Trust 2015-GC30,10-K,1639694,20190327,http://www.sec.gov/Archives/edgar/data/1639694/0001019965-19-000110-index.htm
252,GS Mortgage Securities Trust 2015-GC34,10-K,1652672,20190327,http://www.sec.gov/Archives/edgar/data/1652672/0001019965-19-000109-index.htm
253,Global Diversified Marketing Group Inc. NT,10-K,1725911,20190327,http://www.sec.gov/Archives/edgar/data/1725911/0001021432-19-000003-index.htm
254,HAHA GENERATION CORP.,10-K,1655008,20190327,http://www.sec.gov/Archives/edgar/data/1655008/0001640334-19-000445-index.htm
255,Healthier Choices Management Corp.,10-K,844856,20190327,http://www.sec.gov/Archives/edgar/data/844856/0001213900-19-004953-index.htm
256,Hubilu Venture Corp NT,10-K,1639068,20190327,http://www.sec.gov/Archives/edgar/data/1639068/0001493152-19-004000-index.htm
257,"ICON Equipment & Corporate Infrastructure Fund Fourteen, L.P",10-K,1446806,20190327,http://www.sec.gov/Archives/edgar/data/1446806/0001446806-19-000004-index.htm
258,JS BEAUTY LAND NETWORK TECHNOLOGY INC,10-K,1745931,20190327,http://www.sec.gov/Archives/edgar/data/1745931/0001493152-19-003953-index.htm
259,"Jade Global Holdings, Inc.",10-K,1518171,20190327,http://www.sec.gov/Archives/edgar/data/1518171/0001213900-19-004935-index.htm
260,Kodiak Sciences Inc.,10-K,1468748,20190327,http://www.sec.gov/Archives/edgar/data/1468748/0001564590-19-009601-index.htm
261,"LAKE SHORE BANCORP, INC.",10-K,1341318,20190327,http://www.sec.gov/Archives/edgar/data/1341318/0001341318-19-000025-index.htm
262,Leatt Corp,10-K,1456189,20190327,http://www.sec.gov/Archives/edgar/data/1456189/0001062993-19-001408-index.htm
263,Lode-Star Mining Inc.,10-K,1319643,20190327,http://www.sec.gov/Archives/edgar/data/1319643/0001654954-19-003460-index.htm
264,METLIFE POLICYHOLDER TRUST,10-K,1110795,20190327,http://www.sec.gov/Archives/edgar/data/1110795/0000937834-19-000009-index.htm
265,MPM Holdings Inc.,10-K,1624826,20190327,http://www.sec.gov/Archives/edgar/data/1624826/0001624826-19-000011-index.htm
266,MYOS RENS TECHNOLOGY INC.,10-K,1402479,20190327,http://www.sec.gov/Archives/edgar/data/1402479/0001213900-19-004963-index.htm
267,"Manning & Napier, Inc.",10-K,1524223,20190327,http://www.sec.gov/Archives/edgar/data/1524223/0001524223-19-000014-index.htm
268,Momentive Performance Materials Inc.,10-K,1405041,20190327,http://www.sec.gov/Archives/edgar/data/1405041/0001624826-19-000011-index.htm
269,Morgan Stanley Bank of America Merrill Lynch Trust 2015-C25,10-K,1653542,20190327,http://www.sec.gov/Archives/edgar/data/1653542/0001019965-19-000100-index.htm
270,"My Size, Inc.",10-K,1211805,20190327,http://www.sec.gov/Archives/edgar/data/1211805/0001213900-19-004966-index.htm
271,NOBLE ROMANS INC,10-K,709005,20190327,http://www.sec.gov/Archives/edgar/data/709005/0001654954-19-003465-index.htm
272,New Century Resources Corp,10-K,1104462,20190327,http://www.sec.gov/Archives/edgar/data/1104462/0001445866-19-000300-index.htm
273,"New Leap, Inc.",10-K,1713809,20190327,http://www.sec.gov/Archives/edgar/data/1713809/0001477932-19-001214-index.htm
274,"Novan, Inc.",10-K,1467154,20190327,http://www.sec.gov/Archives/edgar/data/1467154/0001467154-19-000018-index.htm
275,"OPTILEAF, INC. NT",10-K,1628228,20190327,http://www.sec.gov/Archives/edgar/data/1628228/0001213900-19-004955-index.htm
276,"OptimumBank Holdings, Inc.",10-K,1288855,20190327,http://www.sec.gov/Archives/edgar/data/1288855/0001493152-19-003983-index.htm
277,Orion Group Holdings Inc,10-K,1402829,20190327,http://www.sec.gov/Archives/edgar/data/1402829/0001402829-19-000010-index.htm
278,PAYMENT DATA SYSTEMS INC,10-K,1088034,20190327,http://www.sec.gov/Archives/edgar/data/1088034/0001088034-19-000010-index.htm
279,"Pathfinder Bancorp, Inc.",10-K,1609065,20190327,http://www.sec.gov/Archives/edgar/data/1609065/0001564590-19-009543-index.htm
280,Phio Pharmaceuticals Corp.,10-K,1533040,20190327,http://www.sec.gov/Archives/edgar/data/1533040/0001683168-19-000795-index.htm
281,RBB Bancorp,10-K,1499422,20190327,http://www.sec.gov/Archives/edgar/data/1499422/0001564590-19-009598-index.htm
282,RESERVE PETROLEUM CO,10-K,83350,20190327,http://www.sec.gov/Archives/edgar/data/83350/0001437749-19-005801-index.htm
283,"RODIN GLOBAL PROPERTY TRUST, INC.",10-K,1666244,20190327,http://www.sec.gov/Archives/edgar/data/1666244/0001564590-19-009556-index.htm
284,"Revolution Lighting Technologies, Inc. NT",10-K,917523,20190327,http://www.sec.gov/Archives/edgar/data/917523/0001193125-19-087556-index.htm
285,Rich Uncles Real Estate Investment Trust I,10-K,1672754,20190327,http://www.sec.gov/Archives/edgar/data/1672754/0001672754-19-000019-index.htm
286,SANDSTON CORP,10-K,892832,20190327,http://www.sec.gov/Archives/edgar/data/892832/0001144204-19-016108-index.htm
287,"SMITH MICRO SOFTWARE, INC.",10-K,948708,20190327,http://www.sec.gov/Archives/edgar/data/948708/0001564590-19-009576-index.htm
288,SPLUNK INC,10-K,1353283,20190327,http://www.sec.gov/Archives/edgar/data/1353283/0001353283-19-000005-index.htm
289,"STR HOLDINGS, INC.",10-K,1473597,20190327,http://www.sec.gov/Archives/edgar/data/1473597/0001171843-19-002008-index.htm
290,SUMMER ENERGY HOLDINGS INC NT,10-K,1396633,20190327,http://www.sec.gov/Archives/edgar/data/1396633/0001445866-19-000295-index.htm
291,THANKSGIVING COFFEE CO INC,10-K,949852,20190327,http://www.sec.gov/Archives/edgar/data/949852/0001437749-19-005736-index.htm
292,"Tech Central, Inc.",10-K,1639874,20190327,http://www.sec.gov/Archives/edgar/data/1639874/0001079973-19-000178-index.htm
293,Trident Acquisitions Corp.,10-K,1673481,20190327,http://www.sec.gov/Archives/edgar/data/1673481/0001615774-19-004584-index.htm
294,UBS-Barclays Commercial Mortgage Trust 2012-C2,10-K,1552328,20190327,http://www.sec.gov/Archives/edgar/data/1552328/0001019965-19-000103-index.htm
295,UBS-Barclays Commercial Mortgage Trust 2012-C4,10-K,1559450,20190327,http://www.sec.gov/Archives/edgar/data/1559450/0001019965-19-000108-index.htm
296,UQM TECHNOLOGIES INC,10-K,315449,20190327,http://www.sec.gov/Archives/edgar/data/315449/0001558370-19-002491-index.htm
297,WFN CREDIT CO LLC,10-K,1139552,20190327,http://www.sec.gov/Archives/edgar/data/1139552/0001101215-19-000060-index.htm
298,WORLD FINANCIAL NETWORK CREDIT CARD MASTER NOTE TRUST,10-K,1282663,20190327,http://www.sec.gov/Archives/edgar/data/1282663/0001101215-19-000060-index.htm
299,WORLD FINANCIAL NETWORK CREDIT CARD MASTER TRUST,10-K,1140096,20190327,http://www.sec.gov/Archives/edgar/data/1140096/0001101215-19-000060-index.htm
300,WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,10-K,1744034,20190327,http://www.sec.gov/Archives/edgar/data/1744034/0001144204-19-016157-index.htm
301,World Omni Auto Receivables Trust 2015-B,10-K,1653716,20190327,http://www.sec.gov/Archives/edgar/data/1653716/0001144204-19-016113-index.htm
302,World Omni Auto Receivables Trust 2016-A,10-K,1668761,20190327,http://www.sec.gov/Archives/edgar/data/1668761/0001144204-19-016123-index.htm
303,World Omni Auto Receivables Trust 2016-B,10-K,1682563,20190327,http://www.sec.gov/Archives/edgar/data/1682563/0001144204-19-016125-index.htm
304,World Omni Auto Receivables Trust 2017-A,10-K,1702011,20190327,http://www.sec.gov/Archives/edgar/data/1702011/0001144204-19-016133-index.htm
305,World Omni Auto Receivables Trust 2017-B,10-K,1710330,20190327,http://www.sec.gov/Archives/edgar/data/1710330/0001144204-19-016151-index.htm
306,World Omni Auto Receivables Trust 2018-A,10-K,1724588,20190327,http://www.sec.gov/Archives/edgar/data/1724588/0001144204-19-016153-index.htm
307,World Omni Auto Receivables Trust 2018-B,10-K,1734889,20190327,http://www.sec.gov/Archives/edgar/data/1734889/0001144204-19-016155-index.htm
308,World Omni Auto Receivables Trust 2018-D,10-K,1752578,20190327,http://www.sec.gov/Archives/edgar/data/1752578/0001144204-19-016159-index.htm
309,World Omni Automobile Lease Securitization Trust 2016-A,10-K,1678361,20190327,http://www.sec.gov/Archives/edgar/data/1678361/0001144204-19-016162-index.htm
310,World Omni Automobile Lease Securitization Trust 2017-A,10-K,1698529,20190327,http://www.sec.gov/Archives/edgar/data/1698529/0001144204-19-016164-index.htm
311,World Omni Automobile Lease Securitization Trust 2018-A,10-K,1730127,20190327,http://www.sec.gov/Archives/edgar/data/1730127/0001144204-19-016166-index.htm
312,World Omni Automobile Lease Securitization Trust 2018-B,10-K,1749273,20190327,http://www.sec.gov/Archives/edgar/data/1749273/0001144204-19-016168-index.htm
313,"YogaWorks, Inc.",10-K,1703497,20190327,http://www.sec.gov/Archives/edgar/data/1703497/0001564590-19-009591-index.htm
314,eWELLNESS HEALTHCARE Corp,10-K,1550020,20190327,http://www.sec.gov/Archives/edgar/data/1550020/0001493152-19-003992-index.htm
315,lululemon athletica inc.,10-K,1397187,20190327,http://www.sec.gov/Archives/edgar/data/1397187/0001397187-19-000011-index.htm
316,AMAZON COM INC,10-K,1018724,20190201,http://www.sec.gov/Archives/edgar/data/1018724/0001018724-19-000004-index.htm
317,"Coda Octopus Group, Inc.",10-K,1334325,20190201,http://www.sec.gov/Archives/edgar/data/1334325/0001493152-19-001229-index.htm
318,INTEL CORP,10-K,50863,20190201,http://www.sec.gov/Archives/edgar/data/50863/0000050863-19-000007-index.htm
319,"Limelight Networks, Inc.",10-K,1391127,20190201,http://www.sec.gov/Archives/edgar/data/1391127/0001391127-19-000016-index.htm
320,"Premier Product Group, Inc.",10-K,1301838,20190201,http://www.sec.gov/Archives/edgar/data/1301838/0001721868-19-000039-index.htm
321,3D SYSTEMS CORP,10-K,910638,20190228,http://www.sec.gov/Archives/edgar/data/910638/0000910638-19-000004-index.htm
322,AAON INC,10-K,824142,20190228,http://www.sec.gov/Archives/edgar/data/824142/0000824142-19-000040-index.htm
323,ADTRAN INC,10-K,926282,20190228,http://www.sec.gov/Archives/edgar/data/926282/0001564590-19-005179-index.htm
324,AIRXPANDERS INC,10-K,1387156,20190228,http://www.sec.gov/Archives/edgar/data/1387156/0001437749-19-003510-index.htm
325,AKAMAI TECHNOLOGIES INC,10-K,1086222,20190228,http://www.sec.gov/Archives/edgar/data/1086222/0001086222-19-000066-index.htm
326,ALIGN TECHNOLOGY INC,10-K,1097149,20190228,http://www.sec.gov/Archives/edgar/data/1097149/0001097149-19-000009-index.htm
327,ALLEGHENY TECHNOLOGIES INC,10-K,1018963,20190228,http://www.sec.gov/Archives/edgar/data/1018963/0001018963-19-000007-index.htm
328,AMBAC FINANCIAL GROUP INC,10-K,874501,20190228,http://www.sec.gov/Archives/edgar/data/874501/0000874501-19-000023-index.htm
329,AMEDISYS INC,10-K,896262,20190228,http://www.sec.gov/Archives/edgar/data/896262/0000896262-19-000004-index.htm
330,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",10-K,1059142,20190228,http://www.sec.gov/Archives/edgar/data/1059142/0001564590-19-005208-index.htm
331,AMERICAN CAMPUS COMMUNITIES INC,10-K,1283630,20190228,http://www.sec.gov/Archives/edgar/data/1283630/0001283630-19-000033-index.htm
332,AMERICAN NATIONAL INSURANCE CO /TX/,10-K,904163,20190228,http://www.sec.gov/Archives/edgar/data/904163/0000904163-19-000004-index.htm
333,AMERISAFE INC,10-K,1018979,20190228,http://www.sec.gov/Archives/edgar/data/1018979/0001564590-19-005456-index.htm
334,"AMICUS THERAPEUTICS, INC.",10-K,1178879,20190228,http://www.sec.gov/Archives/edgar/data/1178879/0001178879-19-000024-index.htm
335,ANAPTYSBIO INC,10-K,1370053,20190228,http://www.sec.gov/Archives/edgar/data/1370053/0001370053-19-000006-index.htm
336,ANDEAVOR LOGISTICS LP,10-K,1507615,20190228,http://www.sec.gov/Archives/edgar/data/1507615/0001507615-19-000011-index.htm
337,ANSYS INC,10-K,1013462,20190228,http://www.sec.gov/Archives/edgar/data/1013462/0001013462-19-000003-index.htm
338,ANWORTH MORTGAGE ASSET CORP,10-K,1047884,20190228,http://www.sec.gov/Archives/edgar/data/1047884/0001558370-19-001355-index.htm
339,APPFOLIO INC,10-K,1433195,20190228,http://www.sec.gov/Archives/edgar/data/1433195/0001433195-19-000016-index.htm
340,ARCBEST CORP /DE/,10-K,894405,20190228,http://www.sec.gov/Archives/edgar/data/894405/0001558370-19-001332-index.htm
341,ARCH CAPITAL GROUP LTD.,10-K,947484,20190228,http://www.sec.gov/Archives/edgar/data/947484/0000947484-19-000008-index.htm
342,ARENA PHARMACEUTICALS INC,10-K,1080709,20190228,http://www.sec.gov/Archives/edgar/data/1080709/0001564590-19-005441-index.htm
343,ASBURY AUTOMOTIVE GROUP INC,10-K,1144980,20190228,http://www.sec.gov/Archives/edgar/data/1144980/0001144980-19-000053-index.htm
344,"ASSEMBLY BIOSCIENCES, INC.",10-K,1426800,20190228,http://www.sec.gov/Archives/edgar/data/1426800/0001144204-19-011361-index.htm
345,"ASSISTED 4 LIVING, INC.",10-K,1719435,20190228,http://www.sec.gov/Archives/edgar/data/1719435/0001640334-19-000334-index.htm
346,ATLANTIC POWER CORP,10-K,1419242,20190228,http://www.sec.gov/Archives/edgar/data/1419242/0001558370-19-001343-index.htm
347,"ATN International, Inc.",10-K,879585,20190228,http://www.sec.gov/Archives/edgar/data/879585/0001558370-19-001338-index.htm
348,"AVALARA, INC.",10-K,1348036,20190228,http://www.sec.gov/Archives/edgar/data/1348036/0001564590-19-005454-index.htm
349,Aberdeen Standard Gold ETF Trust,10-K,1450923,20190228,http://www.sec.gov/Archives/edgar/data/1450923/0001450923-19-000005-index.htm
350,Aberdeen Standard Palladium ETF Trust,10-K,1459862,20190228,http://www.sec.gov/Archives/edgar/data/1459862/0001459862-19-000002-index.htm
351,Aberdeen Standard Platinum ETF Trust,10-K,1460235,20190228,http://www.sec.gov/Archives/edgar/data/1460235/0001460235-19-000003-index.htm
352,"Activision Blizzard, Inc.",10-K,718877,20190228,http://www.sec.gov/Archives/edgar/data/718877/0001047469-19-000788-index.htm
