,Unnamed: 0,Company Name,Form Type,CIK,Date Filed,URL,EX21
152,152,HOLLY ENERGY PARTNERS LP,10-K,1283140,20190220,http://www.sec.gov/Archives/edgar/data/1283140/0001283140-19-000007-index.htm,/Archives/edgar/data/1283140/000128314019000007/hepex21112-31x2018subsidia.htm
153,153,Hi-Crush Partners LP,10-K,1549848,20190220,http://www.sec.gov/Archives/edgar/data/1549848/0001549848-19-000035-index.htm,/Archives/edgar/data/1549848/000154984819000035/exhibit211-listingofsu.htm
154,154,HollyFrontier Corp,10-K,48039,20190220,http://www.sec.gov/Archives/edgar/data/48039/0000048039-19-000012-index.htm,/Archives/edgar/data/48039/000004803919000012/exhibit211subsidiariesofre.htm
155,155,INNOSPEC INC.,10-K,1054905,20190220,http://www.sec.gov/Archives/edgar/data/1054905/0001193125-19-044946-index.htm,/Archives/edgar/data/1054905/000119312519044946/d658350dex211.htm
157,157,INTERNATIONAL PAPER CO /NEW/,10-K,51434,20190220,http://www.sec.gov/Archives/edgar/data/51434/0000051434-19-000007-index.htm,/Archives/edgar/data/51434/000005143419000007/ip-20181231exhibit21.htm
158,158,Ingevity Corp,10-K,1653477,20190220,http://www.sec.gov/Archives/edgar/data/1653477/0001653477-19-000011-index.htm,/Archives/edgar/data/1653477/000165347719000011/ex211-q42018.htm
159,159,"Inovalon Holdings, Inc.",10-K,1619954,20190220,http://www.sec.gov/Archives/edgar/data/1619954/0001619954-19-000032-index.htm,/Archives/edgar/data/1619954/000161995419000032/exhibit211-12312018.htm
160,160,Invesco Mortgage Capital Inc.,10-K,1437071,20190220,http://www.sec.gov/Archives/edgar/data/1437071/0001437071-19-000006-index.htm,/Archives/edgar/data/1437071/000143707119000006/ivr-20181231x10kxex211.htm
161,161,JOHNSON & JOHNSON,10-K,200406,20190220,http://www.sec.gov/Archives/edgar/data/200406/0000200406-19-000009-index.htm,/Archives/edgar/data/200406/000020040619000009/ex21-subsidiariesxform10xk.htm
162,162,KEMPER Corp,10-K,860748,20190220,http://www.sec.gov/Archives/edgar/data/860748/0000860748-19-000052-index.htm,/Archives/edgar/data/860748/000086074819000052/kmpr201812312018ex21.htm
163,163,KKR Real Estate Finance Trust Inc.,10-K,1631596,20190220,http://www.sec.gov/Archives/edgar/data/1631596/0001631596-19-000005-index.htm,/Archives/edgar/data/1631596/000163159619000005/a201812-exhibit211.htm
164,164,LINCOLN NATIONAL CORP,10-K,59558,20190220,http://www.sec.gov/Archives/edgar/data/59558/0000059558-19-000010-index.htm,/Archives/edgar/data/59558/000005955819000010/lnc-20181231xex21.htm
165,165,Landmark Infrastructure Partners LP,10-K,1615346,20190220,http://www.sec.gov/Archives/edgar/data/1615346/0001564590-19-003360-index.htm,/Archives/edgar/data/1615346/000156459019003360/lmrk-ex211_7.htm
166,166,"Lantheus Holdings, Inc.",10-K,1521036,20190220,http://www.sec.gov/Archives/edgar/data/1521036/0001628280-19-001574-index.htm,/Archives/edgar/data/1521036/000162828019001574/ex211subsidiaries.htm
167,167,LendingClub Corp,10-K,1409970,20190220,http://www.sec.gov/Archives/edgar/data/1409970/0001409970-19-000222-index.htm,/Archives/edgar/data/1409970/000140997019000222/lc-12312018ex211.htm
169,169,MACK CALI REALTY CORP,10-K,924901,20190220,http://www.sec.gov/Archives/edgar/data/924901/0001104659-19-009587-index.htm,/Archives/edgar/data/924901/000110465919009587/a19-30121_1ex21d1.htm
170,170,MACK CALI REALTY L P,10-K,1067063,20190220,http://www.sec.gov/Archives/edgar/data/1067063/0001104659-19-009587-index.htm,/Archives/edgar/data/924901/000110465919009587/a19-30121_1ex21d1.htm
171,171,MARKETAXESS HOLDINGS INC,10-K,1278021,20190220,http://www.sec.gov/Archives/edgar/data/1278021/0001564590-19-003476-index.htm,/Archives/edgar/data/1278021/000156459019003476/mktx-ex211_8.htm
172,172,MICROSTRATEGY Inc,10-K,1050446,20190220,http://www.sec.gov/Archives/edgar/data/1050446/0001564590-19-003468-index.htm,/Archives/edgar/data/1050446/000156459019003468/mstr-ex211_10.htm
173,173,MISSISSIPPI POWER CO,10-K,66904,20190220,http://www.sec.gov/Archives/edgar/data/66904/0000092122-19-000006-index.htm,/Archives/edgar/data/3153/000009212219000006/ex21a_2018x10k.htm
174,174,Macquarie Infrastructure Corp,10-K,1289790,20190220,http://www.sec.gov/Archives/edgar/data/1289790/0001144204-19-009151-index.htm,/Archives/edgar/data/1289790/000114420419009151/v510386_exh21x1.htm
175,175,McEwen Mining Inc.,10-K,314203,20190220,http://www.sec.gov/Archives/edgar/data/314203/0001558370-19-000788-index.htm,/Archives/edgar/data/314203/000155837019000788/mux-20181231ex213d9d5ef.htm
176,176,NATIONAL HEALTHCARE CORP,10-K,1047335,20190220,http://www.sec.gov/Archives/edgar/data/1047335/0001437749-19-002958-index.htm,/Archives/edgar/data/1047335/000143774919002958/ex_134457.htm
177,177,NISOURCE INC/DE,10-K,1111711,20190220,http://www.sec.gov/Archives/edgar/data/1111711/0001111711-19-000008-index.htm,/Archives/edgar/data/1111711/000111171119000008/ni-20182131xex21.htm
178,178,NUVASIVE INC,10-K,1142596,20190220,http://www.sec.gov/Archives/edgar/data/1142596/0001564590-19-003470-index.htm,/Archives/edgar/data/1142596/000156459019003470/nuva-ex211_8.htm
179,179,ON SEMICONDUCTOR CORP,10-K,1097864,20190220,http://www.sec.gov/Archives/edgar/data/1097864/0001193125-19-045025-index.htm,/Archives/edgar/data/1097864/000119312519045025/d664850dex211.htm
180,180,"ONE Gas, Inc.",10-K,1587732,20190220,http://www.sec.gov/Archives/edgar/data/1587732/0001587732-19-000013-index.htm,/Archives/edgar/data/1587732/000158773219000013/ogs10-k2018exhibit2111.htm
181,181,Owens Corning,10-K,1370946,20190220,http://www.sec.gov/Archives/edgar/data/1370946/0001370946-19-000012-index.htm,/Archives/edgar/data/1370946/000137094619000012/oc-20181231x10kxex211.htm
182,182,PEGASYSTEMS INC,10-K,1013857,20190220,http://www.sec.gov/Archives/edgar/data/1013857/0001013857-19-000005-index.htm,/Archives/edgar/data/1013857/000101385719000005/q42018_ex-211.htm
183,183,PITNEY BOWES INC /DE/,10-K,78814,20190220,http://www.sec.gov/Archives/edgar/data/78814/0000078814-19-000004-index.htm,/Archives/edgar/data/78814/000007881419000004/pbi20181231ex21.htm
184,184,"Piedmont Office Realty Trust, Inc.",10-K,1042776,20190220,http://www.sec.gov/Archives/edgar/data/1042776/0001042776-19-000036-index.htm,/Archives/edgar/data/1042776/000104277619000036/pdm123118ex211.htm
185,185,"QEP RESOURCES, INC.",10-K,1108827,20190220,http://www.sec.gov/Archives/edgar/data/1108827/0001108827-19-000010-index.htm,/Archives/edgar/data/1108827/000110882719000010/qep-20181231xex211.htm
187,187,"Quad/Graphics, Inc.",10-K,1481792,20190220,http://www.sec.gov/Archives/edgar/data/1481792/0001481792-19-000006-index.htm,/Archives/edgar/data/1481792/000148179219000006/a12312018exhibit21.htm
188,188,RETAIL OPPORTUNITY INVESTMENTS CORP,10-K,1407623,20190220,http://www.sec.gov/Archives/edgar/data/1407623/0001628280-19-001583-index.htm,/Archives/edgar/data/1407623/000162828019001583/roic-123118xex211q4.htm
189,189,"Retail Opportunity Investments Partnership, LP",10-K,1577230,20190220,http://www.sec.gov/Archives/edgar/data/1577230/0001628280-19-001583-index.htm,/Archives/edgar/data/1407623/000162828019001583/roic-123118xex211q4.htm
190,190,SEABOARD CORP /DE/,10-K,88121,20190220,http://www.sec.gov/Archives/edgar/data/88121/0000088121-19-000011-index.htm,/Archives/edgar/data/88121/000008812119000011/seb-20181231ex21b037d0d.htm
191,191,SERVICE CORP INTERNATIONAL,10-K,89089,20190220,http://www.sec.gov/Archives/edgar/data/89089/0000089089-19-000005-index.htm,/Archives/edgar/data/89089/000008908919000005/sci-12312018x10kxex211.htm
192,192,SOUTHERN CO,10-K,92122,20190220,http://www.sec.gov/Archives/edgar/data/92122/0000092122-19-000006-index.htm,/Archives/edgar/data/3153/000009212219000006/ex21a_2018x10k.htm
193,193,SOUTHERN Co GAS,10-K,1004155,20190220,http://www.sec.gov/Archives/edgar/data/1004155/0000092122-19-000006-index.htm,/Archives/edgar/data/3153/000009212219000006/ex21a_2018x10k.htm
194,194,SOUTHERN POWER CO,10-K,1160661,20190220,http://www.sec.gov/Archives/edgar/data/1160661/0000092122-19-000006-index.htm,/Archives/edgar/data/3153/000009212219000006/ex21a_2018x10k.htm
196,196,"STANDARD MOTOR PRODUCTS, INC.",10-K,93389,20190220,http://www.sec.gov/Archives/edgar/data/93389/0001140361-19-003526-index.htm,/Archives/edgar/data/93389/000114036119003526/ex21.htm
197,197,STIFEL FINANCIAL CORP,10-K,720672,20190220,http://www.sec.gov/Archives/edgar/data/720672/0001564590-19-003474-index.htm,/Archives/edgar/data/720672/000156459019003474/sf-ex21_613.htm
200,200,Six Flags Entertainment Corp,10-K,701374,20190220,http://www.sec.gov/Archives/edgar/data/701374/0000701374-19-000048-index.htm,/Archives/edgar/data/701374/000070137419000048/ex211_2018-12x31.htm
202,202,"TPG Specialty Lending, Inc.",10-K,1508655,20190220,http://www.sec.gov/Archives/edgar/data/1508655/0001564590-19-003442-index.htm,/Archives/edgar/data/1508655/000156459019003442/tslx-ex211_6.htm
204,204,Taylor Morrison Home Corp,10-K,1562476,20190220,http://www.sec.gov/Archives/edgar/data/1562476/0001628280-19-001592-index.htm,/Archives/edgar/data/1562476/000162828019001592/tmhc-123118xex211q4.htm
205,205,TimkenSteel Corp,10-K,1598428,20190220,http://www.sec.gov/Archives/edgar/data/1598428/0001598428-19-000018-index.htm,/Archives/edgar/data/1598428/000159842819000018/tmstexhbit21112312018.htm
206,206,"U.S. SILICA HOLDINGS, INC.",10-K,1524741,20190220,http://www.sec.gov/Archives/edgar/data/1524741/0001628280-19-001568-index.htm,/Archives/edgar/data/1524741/000162828019001568/slca-20181231xexhibit211.htm
207,207,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,10-K,931584,20190220,http://www.sec.gov/Archives/edgar/data/931584/0001564590-19-003431-index.htm,/Archives/edgar/data/931584/000156459019003431/usap-ex211_11.htm
208,208,Ultragenyx Pharmaceutical Inc.,10-K,1515673,20190220,http://www.sec.gov/Archives/edgar/data/1515673/0001564590-19-003324-index.htm,/Archives/edgar/data/1515673/000156459019003324/rare-ex211_25.htm
209,209,Venator Materials PLC,10-K,1705682,20190220,http://www.sec.gov/Archives/edgar/data/1705682/0001705682-19-000005-index.htm,/Archives/edgar/data/1705682/000170568219000005/a123118ex211.htm
210,210,WESTLAKE CHEMICAL CORP,10-K,1262823,20190220,http://www.sec.gov/Archives/edgar/data/1262823/0001262823-19-000012-index.htm,/Archives/edgar/data/1262823/000126282319000012/exhibit2112311810-k.htm
211,211,WORKIVA INC,10-K,1445305,20190220,http://www.sec.gov/Archives/edgar/data/1445305/0001445305-19-000032-index.htm,/Archives/edgar/data/1445305/000144530519000032/exhibit211subsidiaries.htm
212,212,"Western Gas Equity Partners, LP",10-K,1423902,20190220,http://www.sec.gov/Archives/edgar/data/1423902/0001423902-19-000026-index.htm,/Archives/edgar/data/1423902/000142390219000026/wgp201810-kxex211.htm
213,213,Western Gas Partners LP,10-K,1414475,20190220,http://www.sec.gov/Archives/edgar/data/1414475/0001414475-19-000024-index.htm,/Archives/edgar/data/1414475/000141447519000024/wes201810-kxex211.htm
214,214,Xperi Corp,10-K,1690666,20190220,http://www.sec.gov/Archives/edgar/data/1690666/0001564590-19-003460-index.htm,/Archives/edgar/data/1690666/000156459019003460/xper-ex211_68.htm
215,215,"ABV CONSULTING, INC.",10-K,1607450,20190327,http://www.sec.gov/Archives/edgar/data/1607450/0001640334-19-000439-index.htm,/Archives/edgar/data/1607450/000164033419000439/abvn_ex211.htm
216,216,"ACORN ENERGY, INC.",10-K,880984,20190327,http://www.sec.gov/Archives/edgar/data/880984/0001493152-19-003972-index.htm,/Archives/edgar/data/880984/000149315219003972/ex21-1.htm
217,217,AMBASE CORP,10-K,20639,20190327,http://www.sec.gov/Archives/edgar/data/20639/0001140361-19-005745-index.htm,/Archives/edgar/data/20639/000114036119005745/ex21.htm
218,218,AUDIOEYE INC,10-K,1362190,20190327,http://www.sec.gov/Archives/edgar/data/1362190/0001144204-19-016348-index.htm,/Archives/edgar/data/1362190/000114420419016348/tv516009_ex21-1.htm
220,220,At Home Group Inc.,10-K,1646228,20190327,http://www.sec.gov/Archives/edgar/data/1646228/0001558370-19-002487-index.htm,/Archives/edgar/data/1646228/000155837019002487/home-20190126ex21119160c.htm
221,221,Atlanticus Holdings Corp,10-K,1464343,20190327,http://www.sec.gov/Archives/edgar/data/1464343/0001437749-19-005717-index.htm,/Archives/edgar/data/1464343/000143774919005717/ex_133131.htm
223,223,CATO CORP,10-K,18255,20190327,http://www.sec.gov/Archives/edgar/data/18255/0000018255-19-000010-index.htm,/Archives/edgar/data/18255/000001825519000010/exhibit211.htm
229,229,"COLE CREDIT PROPERTY TRUST IV, INC.",10-K,1498547,20190327,http://www.sec.gov/Archives/edgar/data/1498547/0001498547-19-000008-index.htm,/Archives/edgar/data/1498547/000149854719000008/ccptiv1231201810kex211.htm
232,232,"Central Federal Bancshares, Inc",10-K,1651987,20190327,http://www.sec.gov/Archives/edgar/data/1651987/0001493152-19-003987-index.htm,/Archives/edgar/data/1651987/000149315219003987/ex21-1.htm
234,234,"Cole Credit Property Trust V, Inc.",10-K,1580988,20190327,http://www.sec.gov/Archives/edgar/data/1580988/0001580988-19-000011-index.htm,/Archives/edgar/data/1580988/000158098819000011/ccptv1231201810kex211.htm
235,235,Coupa Software Inc,10-K,1385867,20190327,http://www.sec.gov/Archives/edgar/data/1385867/0001564590-19-009608-index.htm,/Archives/edgar/data/1385867/000156459019009608/coup-ex211_310.htm
236,236,DOLLAR TREE INC,10-K,935703,20190327,http://www.sec.gov/Archives/edgar/data/935703/0000935703-19-000024-index.htm,/Archives/edgar/data/935703/000093570319000024/dltr-2019x02x02x10kxex211.htm
242,242,"Equillium, Inc.",10-K,1746466,20190327,http://www.sec.gov/Archives/edgar/data/1746466/0001564590-19-009580-index.htm,/Archives/edgar/data/1746466/000156459019009580/eq-ex211_463.htm
247,247,"Fibrocell Science, Inc.",10-K,357097,20190327,http://www.sec.gov/Archives/edgar/data/357097/0001628280-19-003496-index.htm,/Archives/edgar/data/357097/000162828019003496/fcsc-20181231ex21.htm
249,249,"GLOBAL TECH INDUSTRIES GROUP, INC.",10-K,356590,20190327,http://www.sec.gov/Archives/edgar/data/356590/0001493152-19-003959-index.htm,/Archives/edgar/data/356590/000149315219003959/ex21-1.htm
255,255,Healthier Choices Management Corp.,10-K,844856,20190327,http://www.sec.gov/Archives/edgar/data/844856/0001213900-19-004953-index.htm,/Archives/edgar/data/844856/000121390019004953/f10k2018ex21-1_healthier.htm
261,261,"LAKE SHORE BANCORP, INC.",10-K,1341318,20190327,http://www.sec.gov/Archives/edgar/data/1341318/0001341318-19-000025-index.htm,/Archives/edgar/data/1341318/000134131819000025/lsbk-20181231xex21_1.htm
265,265,MPM Holdings Inc.,10-K,1624826,20190327,http://www.sec.gov/Archives/edgar/data/1624826/0001624826-19-000011-index.htm,/Archives/edgar/data/1405041/000162482619000011/exhibit211-2018.htm
267,267,"Manning & Napier, Inc.",10-K,1524223,20190327,http://www.sec.gov/Archives/edgar/data/1524223/0001524223-19-000014-index.htm,/Archives/edgar/data/1524223/000152422319000014/exhibit211_q42018form10-k.htm
268,268,Momentive Performance Materials Inc.,10-K,1405041,20190327,http://www.sec.gov/Archives/edgar/data/1405041/0001624826-19-000011-index.htm,/Archives/edgar/data/1405041/000162482619000011/exhibit211-2018.htm
277,277,Orion Group Holdings Inc,10-K,1402829,20190327,http://www.sec.gov/Archives/edgar/data/1402829/0001402829-19-000010-index.htm,/Archives/edgar/data/1402829/000140282919000010/orionentitiesallaffiliat.htm
278,278,PAYMENT DATA SYSTEMS INC,10-K,1088034,20190327,http://www.sec.gov/Archives/edgar/data/1088034/0001088034-19-000010-index.htm,/Archives/edgar/data/1088034/000108803419000010/exhibit2111.htm
279,279,"Pathfinder Bancorp, Inc.",10-K,1609065,20190327,http://www.sec.gov/Archives/edgar/data/1609065/0001564590-19-009543-index.htm,/Archives/edgar/data/1609065/000156459019009543/pbhc-ex21_6.htm
285,285,Rich Uncles Real Estate Investment Trust I,10-K,1672754,20190327,http://www.sec.gov/Archives/edgar/data/1672754/0001672754-19-000019-index.htm,/Archives/edgar/data/1672754/000167275419000019/reiti-20181231xex211.htm
287,287,"SMITH MICRO SOFTWARE, INC.",10-K,948708,20190327,http://www.sec.gov/Archives/edgar/data/948708/0001564590-19-009576-index.htm,/Archives/edgar/data/948708/000156459019009576/smsi-ex211_14.htm
288,288,SPLUNK INC,10-K,1353283,20190327,http://www.sec.gov/Archives/edgar/data/1353283/0001353283-19-000005-index.htm,/Archives/edgar/data/1353283/000135328319000005/ex-211013119.htm
289,289,"STR HOLDINGS, INC.",10-K,1473597,20190327,http://www.sec.gov/Archives/edgar/data/1473597/0001171843-19-002008-index.htm,/Archives/edgar/data/1473597/000117184319002008/exh_21.htm
296,296,UQM TECHNOLOGIES INC,10-K,315449,20190327,http://www.sec.gov/Archives/edgar/data/315449/0001558370-19-002491-index.htm,/Archives/edgar/data/315449/000155837019002491/uqm-20181231ex211649f46.htm
315,315,lululemon athletica inc.,10-K,1397187,20190327,http://www.sec.gov/Archives/edgar/data/1397187/0001397187-19-000011-index.htm,/Archives/edgar/data/1397187/000139718719000011/lulu-20190203xex211.htm
316,316,AMAZON COM INC,10-K,1018724,20190201,http://www.sec.gov/Archives/edgar/data/1018724/0001018724-19-000004-index.htm,/Archives/edgar/data/1018724/000101872419000004/amzn-20181231xex211.htm
318,318,INTEL CORP,10-K,50863,20190201,http://www.sec.gov/Archives/edgar/data/50863/0000050863-19-000007-index.htm,/Archives/edgar/data/50863/000005086319000007/a12292018q4-ex211.htm
319,319,"Limelight Networks, Inc.",10-K,1391127,20190201,http://www.sec.gov/Archives/edgar/data/1391127/0001391127-19-000016-index.htm,/Archives/edgar/data/1391127/000139112719000016/llnw-12312018xex211.htm
323,323,ADTRAN INC,10-K,926282,20190228,http://www.sec.gov/Archives/edgar/data/926282/0001564590-19-005179-index.htm,/Archives/edgar/data/926282/000156459019005179/adtn-ex21_10.htm
325,325,AKAMAI TECHNOLOGIES INC,10-K,1086222,20190228,http://www.sec.gov/Archives/edgar/data/1086222/0001086222-19-000066-index.htm,/Archives/edgar/data/1086222/000108622219000066/exhibit211_10k2018.htm
326,326,ALIGN TECHNOLOGY INC,10-K,1097149,20190228,http://www.sec.gov/Archives/edgar/data/1097149/0001097149-19-000009-index.htm,/Archives/edgar/data/1097149/000109714919000009/ex211-20181231.htm
327,327,ALLEGHENY TECHNOLOGIES INC,10-K,1018963,20190228,http://www.sec.gov/Archives/edgar/data/1018963/0001018963-19-000007-index.htm,/Archives/edgar/data/1018963/000101896319000007/fy201810k211.htm
328,328,AMBAC FINANCIAL GROUP INC,10-K,874501,20190228,http://www.sec.gov/Archives/edgar/data/874501/0000874501-19-000023-index.htm,/Archives/edgar/data/874501/000087450119000023/a01-007ex211x4q1810k.htm
329,329,AMEDISYS INC,10-K,896262,20190228,http://www.sec.gov/Archives/edgar/data/896262/0000896262-19-000004-index.htm,/Archives/edgar/data/896262/000089626219000004/a201810-kexhibit211.htm
330,330,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",10-K,1059142,20190228,http://www.sec.gov/Archives/edgar/data/1059142/0001564590-19-005208-index.htm,/Archives/edgar/data/1059142/000156459019005208/atax-ex21_8.htm
331,331,AMERICAN CAMPUS COMMUNITIES INC,10-K,1283630,20190228,http://www.sec.gov/Archives/edgar/data/1283630/0001283630-19-000033-index.htm,/Archives/edgar/data/1283630/000128363019000033/exhibit21112312018.htm
